Chargeback Reference Number,Transaction Date,Filing Date,Settlement Date,Issuer Bank,Merchant Name,Merchant Category,Transaction Amount,Currency,Reason Code,Chargeback Stage,Status,Analyst,SLA Met,Days to File,Days to Resolve,Resolution Channel,Merchant Risk Score,Transaction Type,Card Type,Customer Segment,Fraudulent Transaction,Fraud Type,Case Urgency,Cardholder Country
CBR864544,2023-10-15,2023-12-05,2023-11-12,HSBC,PG Mall,E-commerce,653.15,CNY,R108 Credit Not Processed,Pre-Arbitration,Lost,Akmal Danial,Yes,51,23,In-House Review,62,POS,Debit,Premium,No,-,Medium,Malaysia
CBR356702,2024-11-22,2025-01-16,2024-12-20,AmBank,Spotify,Subscription,687.57,CAD,R101 Unauthorized Transaction,Arbitration,Lost,Nadiah Saat,Yes,55,27,Issuer Portal,69,Subscription,Credit,Regular,Yes,Stolen Card,High,Malaysia
CBR271339,2023-05-01,2023-06-06,2023-05-16,RHB,Padini,Fashion,1729.01,CAD,R104 Duplicate Charge,Arbitration,Arbitration Closed,Shazlin Suhaime,Yes,36,21,Manual Investigation,42,Wallet,Debit,Regular,No,-,Medium,United Kingdom
CBR584714,2024-04-14,2024-05-31,2024-04-25,HSBC,Nike,Fashion,245.32,GBP,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,Yes,47,36,In-House Review,54,Online,Prepaid,Regular,No,-,Low,Thailand
CBR497887,2024-05-04,2024-06-22,2024-05-18,Maybank,YouTube Premium,Subscription,675.67,CAD,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,Yes,49,35,Merchant Coordination,75,QR,Credit,Premium,No,-,Medium,Thailand
CBR383060,2025-10-26,2025-11-09,2025-11-07,Public Bank,Padini,Fashion,6.07,GBP,R101 Unauthorized Transaction,Arbitration,Lost,Nadiah Saat,Yes,14,2,Issuer Portal,46,Subscription,Prepaid,Regular,Yes,Account Takeover,Low,South Korea
CBR771088,2025-08-03,2025-09-09,2025-08-19,UOB,Astro,Subscription,198.29,THB,R106 Incorrect Amount,First Chargeback,Lost,Shazlin Suhaime,Yes,37,21,Manual Investigation,53,Wallet,Credit,Business,No,-,Low,Malaysia
CBR821590,2023-10-12,2023-11-18,2023-10-31,CIMB,Zalora,E-commerce,1774.95,BDT,R110 Customer Dispute,First Chargeback,Won,Shazlin Suhaime,Yes,37,18,In-House Review,58,POS,Prepaid,Business,Yes,Synthetic Identity,High,Japan
CBR684004,2024-06-24,2024-08-25,2024-07-11,Maybank,Sephora,E-commerce,1452.07,THB,R110 Customer Dispute,First Chargeback,Won,Akmal Danial,Yes,62,45,Manual Investigation,52,QR,Credit,Business,No,-,Medium,Hong Kong
CBR330283,2023-07-12,2023-09-22,2023-07-22,Maybank,Malaysia Airlines,Travel,140.08,PHP,R112 Billing Issue,Pre-Arbitration,Lost,Shazlin Suhaime,No,72,62,In-House Review,66,QR,Credit,Regular,No,-,Medium,Malaysia
CBR817870,2025-09-11,2025-12-07,2025-10-11,HSBC,Adidas,Fashion,992.58,SGD,R104 Duplicate Charge,Arbitration,Lost,Shazlin Suhaime,No,87,57,Manual Investigation,68,Subscription,Credit,Premium,No,-,Medium,Malaysia
CBR440035,2025-07-28,2025-09-25,2025-08-22,AmBank,Guardian,Retail,1186.26,PHP,R103 Goods Not as Described,First Chargeback,Withdrawn by Cardholder,Shazlin Suhaime,Yes,59,34,Manual Investigation,84,QR,Prepaid,Premium,No,-,Medium,Malaysia
CBR983794,2023-11-19,2023-12-05,2023-11-29,HSBC,MAXIS,Telecom,451.74,MYR,R109 Fraudulent Activity,Arbitration,Arbitration Closed,Nadiah Saat,Yes,16,6,Merchant Coordination,45,Online,Debit,Business,Yes,Account Takeover,Low,United Kingdom
CBR905635,2024-11-20,2024-12-01,2024-11-30,UOB,AliExpress,E-commerce,1299.05,INR,R109 Fraudulent Activity,Arbitration,Lost,Shazlin Suhaime,Yes,11,1,Merchant Coordination,87,POS,Prepaid,Premium,Yes,Stolen Card,High,Australia
CBR913694,2024-10-19,2024-12-12,2024-11-15,HSBC,Trip.com,Travel,25.76,KRW,R101 Unauthorized Transaction,Pre-Arbitration,Pre-Arbitration Rejected,Akmal Danial,Yes,54,27,Manual Investigation,77,Online,Prepaid,Business,Yes,Account Takeover,Medium,Indonesia
CBR158655,2023-06-14,2023-10-07,2023-07-11,UOB,Netflix,Entertainment,1210.66,JPY,R114 Failed Delivery,First Chargeback,Merchant Refunded,Akmal Danial,No,115,88,Automated Dispute System,44,POS,Prepaid,Premium,No,-,Medium,Indonesia
CBR340174,2025-04-02,2025-05-12,2025-04-24,RHB,McDonald,Food & Beverage,994.44,AUD,R103 Goods Not as Described,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,40,18,In-House Review,49,QR,Prepaid,Regular,No,-,Low,Malaysia
CBR961722,2024-08-04,2024-11-24,2024-09-01,AmBank,Celcom,Telecom,379.76,JPY,R107 Late Settlement,First Chargeback,Submitted,Shazlin Suhaime,No,112,84,Issuer Portal,76,Wallet,Credit,Regular,Yes,Phishing,Medium,Philippines
CBR133659,2025-04-20,2025-05-18,2025-05-09,HSBC,Klook,Travel,224.52,MYR,R107 Late Settlement,First Chargeback,Lost,Akmal Danial,Yes,28,9,In-House Review,80,Wallet,Credit,Regular,No,-,Medium,United States
CBR944151,2024-07-26,2024-10-08,2024-08-19,Standard Chartered,Digi,Telecom,1706.18,CHF,R102 Services Not Received,First Chargeback,Under Review,Nadiah Saat,No,74,50,Merchant Coordination,39,QR,Debit,Premium,No,-,Medium,Malaysia
CBR430776,2023-01-01,2023-04-14,2023-01-28,CIMB,Guardian,Retail,250.54,HKD,R105 Cancelled Subscription,First Chargeback,Submitted,Nadiah Saat,No,103,76,Issuer Portal,44,POS,Debit,Regular,No,-,Low,Thailand
CBR520651,2023-12-16,2024-02-05,2024-01-01,AmBank,Malaysia Airlines,Travel,1843.77,EUR,R111 Technical Error,Arbitration,Arbitration Closed,Akmal Danial,Yes,51,35,Issuer Portal,34,QR,Debit,Premium,No,-,Medium,Australia
CBR380746,2023-01-22,2023-02-12,2023-01-31,Standard Chartered,Booking.com,Travel,1210.99,IDR,R115 Payment Method Error,First Chargeback,Won,Shazlin Suhaime,Yes,21,12,In-House Review,82,QR,Credit,Business,No,-,Medium,Malaysia
CBR169403,2025-09-29,2025-12-14,2025-10-21,HSBC,Jaya Grocer,Grocery,1866.1,USD,R105 Cancelled Subscription,Arbitration,Lost,Shazlin Suhaime,No,76,54,Merchant Coordination,58,POS,Debit,Premium,No,-,Medium,Indonesia
CBR321231,2025-08-06,2025-09-05,2025-08-15,UOB,Sephora,E-commerce,1157.8,SGD,R108 Credit Not Processed,Arbitration,Arbitration Closed,Akmal Danial,Yes,30,21,Merchant Coordination,57,QR,Credit,Premium,No,-,Medium,Singapore
CBR694731,2025-06-16,2025-08-31,2025-07-13,OCBC,MR.DIY,Retail,280.75,CNY,R110 Customer Dispute,Arbitration,Timed Out,Nadiah Saat,No,76,49,Manual Investigation,64,Subscription,Prepaid,Business,No,-,Medium,Vietnam
CBR852787,2023-11-28,2024-02-25,2023-12-27,CIMB,Klook,Travel,1056.26,JPY,R110 Customer Dispute,Arbitration,Lost,Nadiah Saat,No,89,60,In-House Review,65,Online,Debit,Premium,No,-,Medium,Singapore
CBR429963,2023-03-04,2023-05-02,2023-03-12,Bank Islam,Celcom,Telecom,724.91,THB,R102 Services Not Received,First Chargeback,Additional Info Requested,Nadiah Saat,No,59,51,In-House Review,77,POS,Debit,Regular,No,-,Medium,Malaysia
CBR322955,2025-08-05,2025-10-10,2025-08-16,Maybank,Tealive,Food & Beverage,1467.5,INR,R112 Billing Issue,Arbitration,Timed Out,Akmal Danial,No,66,55,Manual Investigation,83,Online,Prepaid,Premium,No,-,Medium,Australia
CBR787277,2025-10-18,2025-11-30,2025-11-05,HSBC,AEON,Grocery,162.59,CAD,R103 Goods Not as Described,First Chargeback,Submitted,Akmal Danial,Yes,43,25,In-House Review,90,Wallet,Credit,Business,No,-,Medium,Malaysia
CBR623481,2023-04-03,2023-07-22,2023-04-24,Maybank,Starbucks,Food & Beverage,1392.02,MYR,R106 Incorrect Amount,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,110,89,In-House Review,83,Online,Prepaid,Premium,No,-,Medium,Thailand
CBR514850,2024-06-08,2024-08-11,2024-07-02,OCBC,Malaysia Airlines,Travel,1838.7,JPY,R108 Credit Not Processed,Arbitration,Arbitration Closed,Nadiah Saat,Yes,64,40,Manual Investigation,77,Subscription,Debit,Regular,No,-,Medium,Malaysia
CBR774079,2023-03-16,2023-05-04,2023-04-04,AmBank,Padini,Fashion,1645.9,SGD,R104 Duplicate Charge,Arbitration,Lost,Nadiah Saat,Yes,49,30,Automated Dispute System,33,Subscription,Prepaid,Regular,No,-,Medium,Vietnam
CBR581141,2025-03-31,2025-05-05,2025-04-15,Maybank,Klook,Travel,213.28,IDR,R104 Duplicate Charge,Pre-Arbitration,Lost,Nadiah Saat,Yes,35,20,Manual Investigation,43,Online,Debit,Regular,No,-,Low,Australia
CBR249811,2025-04-06,2025-07-05,2025-04-19,Standard Chartered,McDonald,Food & Beverage,407.44,SGD,R105 Cancelled Subscription,First Chargeback,Under Review,Akmal Danial,No,90,77,Automated Dispute System,50,Online,Prepaid,Regular,No,-,Low,Malaysia
CBR377746,2023-05-19,2023-07-31,2023-06-04,HSBC,Tealive,Food & Beverage,1002.93,INR,R106 Incorrect Amount,Pre-Arbitration,Merchant Refunded,Shazlin Suhaime,No,73,57,Merchant Coordination,62,Subscription,Debit,Business,No,-,Medium,Malaysia
CBR246413,2024-05-27,2024-08-24,2024-06-03,Public Bank,Malaysia Airlines,Travel,1593.16,MYR,R103 Goods Not as Described,Pre-Arbitration,Lost,Akmal Danial,No,89,82,Automated Dispute System,35,Online,Prepaid,Business,No,-,Medium,South Korea
CBR358607,2024-08-16,2024-12-12,2024-09-13,Bank Islam,Tesco,Grocery,286.02,PHP,R104 Duplicate Charge,Arbitration,Arbitration Filed,Shazlin Suhaime,No,118,90,Manual Investigation,80,QR,Prepaid,Premium,No,-,Medium,Malaysia
CBR881177,2023-10-13,2023-11-14,2023-11-02,Standard Chartered,Starbucks,Food & Beverage,1781.91,GBP,R110 Customer Dispute,Arbitration,Arbitration Closed,Akmal Danial,Yes,32,12,Manual Investigation,81,Subscription,Debit,Regular,No,-,Medium,Malaysia
CBR688637,2025-07-30,2025-09-10,2025-08-23,HSBC,eBay,E-commerce,1000.33,HKD,R105 Cancelled Subscription,Pre-Arbitration,Won,Nadiah Saat,Yes,42,18,Merchant Coordination,34,QR,Prepaid,Regular,No,-,Medium,Malaysia
CBR665158,2024-04-01,2024-06-01,2024-04-23,CIMB,McDonald,Food & Beverage,1527.48,THB,R105 Cancelled Subscription,Pre-Arbitration,Lost,Nadiah Saat,Yes,61,39,Merchant Coordination,56,QR,Debit,Premium,No,-,Medium,India
CBR375504,2023-08-17,2023-10-30,2023-09-07,CIMB,Secret Recipe,Food & Beverage,1027.4,INR,R103 Goods Not as Described,Arbitration,Timed Out,Nadiah Saat,No,74,53,Automated Dispute System,32,QR,Prepaid,Business,No,-,Medium,Australia
CBR883300,2024-08-04,2024-11-04,2024-08-18,Standard Chartered,Uniqlo,Fashion,20.85,AUD,R112 Billing Issue,First Chargeback,Additional Info Requested,Akmal Danial,No,92,78,Automated Dispute System,35,Subscription,Debit,Business,No,-,Low,Malaysia
CBR712982,2025-02-26,2025-03-23,2025-03-19,OCBC,Agoda,Travel,176.22,CNY,R109 Fraudulent Activity,Arbitration,Arbitration Filed,Nadiah Saat,Yes,25,4,Issuer Portal,68,QR,Credit,Premium,Yes,Friendly Fraud,Medium,Singapore
CBR549245,2023-08-06,2023-10-25,2023-08-21,RHB,Apple Music,Subscription,81.37,THB,R102 Services Not Received,First Chargeback,Timed Out,Shazlin Suhaime,No,80,65,Manual Investigation,89,Subscription,Debit,Regular,No,-,Medium,Vietnam
CBR711878,2023-12-03,2023-12-29,2023-12-16,Public Bank,Trip.com,Travel,426.93,CAD,R108 Credit Not Processed,First Chargeback,Timed Out,Shazlin Suhaime,Yes,26,13,Issuer Portal,47,POS,Debit,Regular,No,-,Low,Thailand
CBR518801,2025-12-09,2026-02-28,2025-12-30,Maybank,AliExpress,E-commerce,1051.93,AUD,R112 Billing Issue,Arbitration,Lost,Nadiah Saat,No,81,60,Merchant Coordination,52,POS,Credit,Regular,No,-,Medium,South Korea
CBR479580,2024-12-02,2025-01-26,2024-12-31,OCBC,FamilyMart,Grocery,325.57,ZAR,R109 Fraudulent Activity,Arbitration,Won,Akmal Danial,Yes,55,26,Manual Investigation,76,POS,Prepaid,Regular,Yes,Account Takeover,Medium,Australia
CBR329974,2024-04-17,2024-07-01,2024-05-15,UOB,PG Mall,E-commerce,33.3,CHF,R106 Incorrect Amount,Pre-Arbitration,Manual Review Required,Shazlin Suhaime,No,75,47,Merchant Coordination,30,Wallet,Credit,Business,No,-,Low,United Kingdom
CBR245051,2024-07-12,2024-10-19,2024-07-23,RHB,H&M,Fashion,901.41,GBP,R114 Failed Delivery,Arbitration,Arbitration Filed,Shazlin Suhaime,No,99,88,In-House Review,43,Wallet,Prepaid,Premium,No,-,Low,Malaysia
CBR634277,2023-05-11,2023-06-13,2023-06-05,Bank Islam,FamilyMart,Grocery,743.66,HKD,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,Yes,33,8,Automated Dispute System,56,Subscription,Prepaid,Premium,No,-,Low,Thailand
CBR617488,2023-08-31,2023-11-11,2023-09-23,HSBC,MR.DIY,Retail,231.19,INR,R107 Late Settlement,First Chargeback,Won,Shazlin Suhaime,No,72,49,Manual Investigation,48,Subscription,Debit,Premium,No,-,Low,Vietnam
CBR195325,2023-12-31,2024-03-10,2024-01-27,CIMB,GrabFood,Food & Beverage,1405.67,EUR,R107 Late Settlement,First Chargeback,Timed Out,Akmal Danial,Yes,70,43,Automated Dispute System,77,Online,Prepaid,Premium,No,-,Medium,Philippines
CBR892495,2024-09-26,2024-12-25,2024-10-23,RHB,Traveloka,Travel,1009.21,CAD,R102 Services Not Received,First Chargeback,Lost,Nadiah Saat,No,90,63,Automated Dispute System,84,Online,Prepaid,Regular,No,-,Medium,Thailand
CBR149405,2023-09-06,2023-10-11,2023-09-27,Maybank,Astro,Subscription,1816.45,CNY,R113 Unauthorized Recurring Charge,Arbitration,Lost,Akmal Danial,Yes,35,14,Merchant Coordination,46,QR,Prepaid,Business,Yes,Friendly Fraud,High,Malaysia
CBR214975,2023-08-26,2023-09-16,2023-09-09,HSBC,Mydin,Grocery,1800.87,USD,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,21,7,Manual Investigation,40,QR,Prepaid,Premium,No,-,Medium,South Korea
CBR260265,2023-03-18,2023-06-07,2023-04-11,Standard Chartered,Nike,Fashion,389.36,MYR,R104 Duplicate Charge,Arbitration,Arbitration Closed,Akmal Danial,No,81,57,Automated Dispute System,87,POS,Prepaid,Premium,No,-,Medium,Malaysia
CBR757924,2024-11-11,2024-12-14,2024-11-21,Public Bank,Grab,Transport,1010.99,CNY,R104 Duplicate Charge,Arbitration,Won,Shazlin Suhaime,Yes,33,23,Merchant Coordination,35,POS,Debit,Regular,Yes,Synthetic Identity,High,Malaysia
CBR267753,2023-09-05,2023-12-07,2023-09-12,HSBC,Charles & Keith,Fashion,1416.61,USD,R103 Goods Not as Described,First Chargeback,Won,Shazlin Suhaime,No,93,86,Merchant Coordination,71,POS,Prepaid,Regular,No,-,Medium,Hong Kong
CBR930555,2025-09-03,2025-10-11,2025-09-17,Public Bank,AliExpress,E-commerce,1561.16,MYR,R109 Fraudulent Activity,Pre-Arbitration,Merchant Refunded,Akmal Danial,Yes,38,24,Issuer Portal,37,Wallet,Prepaid,Regular,Yes,Phishing,High,Thailand
CBR813536,2025-07-16,2025-09-08,2025-07-27,UOB,Celcom,Telecom,527.68,CHF,R102 Services Not Received,First Chargeback,Submitted,Akmal Danial,Yes,54,43,Issuer Portal,56,Subscription,Credit,Regular,No,-,Low,Malaysia
CBR542666,2023-03-18,2023-05-30,2023-03-31,HSBC,Booking.com,Travel,753.63,NZD,R102 Services Not Received,Pre-Arbitration,Lost,Nadiah Saat,No,73,60,In-House Review,68,Wallet,Debit,Business,No,-,Medium,India
CBR725380,2023-09-14,2023-12-09,2023-10-02,Bank Islam,Giant,Grocery,1989.86,AUD,R106 Incorrect Amount,Arbitration,Won,Nadiah Saat,No,86,68,In-House Review,64,Wallet,Debit,Regular,No,-,Medium,Malaysia
CBR166613,2024-12-22,2025-02-26,2025-01-04,RHB,AliExpress,E-commerce,234.0,THB,R103 Goods Not as Described,First Chargeback,Submitted,Shazlin Suhaime,No,66,53,In-House Review,60,QR,Prepaid,Premium,Yes,Synthetic Identity,Low,Malaysia
CBR503457,2023-08-20,2023-11-10,2023-09-05,RHB,Trip.com,Travel,1491.66,CNY,R111 Technical Error,Pre-Arbitration,Won,Akmal Danial,No,82,66,Merchant Coordination,67,Subscription,Debit,Regular,No,-,Medium,Philippines
CBR500156,2023-05-23,2023-08-13,2023-06-05,UOB,Domino,Food & Beverage,869.78,KRW,R103 Goods Not as Described,Pre-Arbitration,Won,Akmal Danial,No,82,69,Automated Dispute System,66,Subscription,Prepaid,Regular,No,-,Medium,Thailand
CBR724834,2025-10-06,2025-12-18,2025-10-15,Standard Chartered,H&M,Fashion,338.66,KRW,R114 Failed Delivery,First Chargeback,Timed Out,Nadiah Saat,No,73,64,Manual Investigation,31,QR,Prepaid,Premium,No,-,Low,Malaysia
CBR590785,2024-09-08,2024-11-11,2024-09-20,HSBC,Jaya Grocer,Grocery,494.41,INR,R107 Late Settlement,First Chargeback,Lost,Nadiah Saat,No,64,52,Issuer Portal,30,QR,Debit,Business,No,-,Low,Indonesia
CBR654816,2024-05-25,2024-07-17,2024-06-11,Bank Islam,Expedia,Travel,1125.47,GBP,R110 Customer Dispute,Pre-Arbitration,Pre-Arbitration Rejected,Akmal Danial,Yes,53,36,Merchant Coordination,34,Wallet,Prepaid,Business,No,-,Medium,Singapore
CBR363626,2025-04-26,2025-07-02,2025-05-16,AmBank,Zalora,E-commerce,1627.72,CHF,R111 Technical Error,First Chargeback,Under Review,Nadiah Saat,No,67,47,Issuer Portal,40,Online,Credit,Premium,No,-,Medium,Australia
CBR680099,2025-05-21,2025-06-24,2025-06-15,Maybank,Celcom,Telecom,573.65,ZAR,R104 Duplicate Charge,Arbitration,Lost,Nadiah Saat,Yes,34,9,In-House Review,87,Subscription,Credit,Regular,No,-,Medium,Singapore
CBR112038,2023-07-25,2023-08-30,2023-08-21,Public Bank,Netflix,Entertainment,143.56,CAD,R106 Incorrect Amount,First Chargeback,Merchant Refunded,Nadiah Saat,Yes,36,9,Automated Dispute System,79,Online,Credit,Business,No,-,Medium,Malaysia
CBR813328,2023-04-15,2023-07-05,2023-05-01,UOB,Domino,Food & Beverage,989.21,EUR,R107 Late Settlement,Arbitration,Timed Out,Akmal Danial,No,81,65,In-House Review,38,Online,Debit,Regular,No,-,Low,Malaysia
CBR855731,2024-04-10,2024-07-11,2024-05-10,Bank Islam,Shopee,E-commerce,456.55,INR,R112 Billing Issue,First Chargeback,Under Review,Shazlin Suhaime,No,92,62,Merchant Coordination,33,Online,Debit,Regular,Yes,Friendly Fraud,Low,South Korea
CBR220116,2024-04-02,2024-06-22,2024-04-28,AmBank,PG Mall,E-commerce,543.47,ZAR,R112 Billing Issue,First Chargeback,Timed Out,Akmal Danial,No,81,55,In-House Review,70,Wallet,Credit,Premium,No,-,Medium,Thailand
CBR814825,2024-05-18,2024-06-20,2024-06-01,AmBank,Traveloka,Travel,958.46,IDR,R109 Fraudulent Activity,Pre-Arbitration,Pending Arbitration,Akmal Danial,Yes,33,19,Merchant Coordination,65,Online,Credit,Premium,Yes,Account Takeover,High,Vietnam
CBR663054,2025-02-25,2025-04-26,2025-03-24,RHB,Shopee,E-commerce,1391.46,MYR,R111 Technical Error,First Chargeback,Timed Out,Shazlin Suhaime,Yes,60,33,Automated Dispute System,61,Subscription,Debit,Regular,No,-,Medium,Malaysia
CBR887352,2024-12-27,2025-04-01,2025-01-19,Bank Islam,Qoo10,E-commerce,1717.63,THB,R110 Customer Dispute,Pre-Arbitration,Merchant Refunded,Akmal Danial,No,95,72,Merchant Coordination,85,Subscription,Debit,Premium,No,-,Medium,Australia
CBR379786,2025-11-27,2025-12-25,2025-12-10,CIMB,AirAsia,Travel,559.29,ZAR,R107 Late Settlement,First Chargeback,Lost,Nadiah Saat,Yes,28,15,Issuer Portal,87,POS,Debit,Regular,No,-,Medium,Thailand
CBR905934,2023-04-17,2023-07-28,2023-05-15,CIMB,Viu,Entertainment,908.02,AED,R108 Credit Not Processed,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,No,102,74,In-House Review,57,Subscription,Debit,Business,Yes,Friendly Fraud,High,Singapore
CBR772097,2024-03-10,2024-04-02,2024-03-20,Public Bank,Agoda,Travel,1299.0,GBP,R106 Incorrect Amount,Arbitration,Timed Out,Nadiah Saat,Yes,23,13,Manual Investigation,68,QR,Debit,Business,No,-,Medium,Singapore
CBR456699,2024-01-02,2024-04-08,2024-01-10,Maybank,McDonald,Food & Beverage,501.64,MYR,R111 Technical Error,First Chargeback,Under Review,Nadiah Saat,No,97,89,Issuer Portal,47,Wallet,Debit,Regular,No,-,Low,Malaysia
CBR216970,2025-07-18,2025-10-02,2025-08-06,AmBank,Expedia,Travel,788.81,KRW,R112 Billing Issue,First Chargeback,Lost,Akmal Danial,No,76,57,Merchant Coordination,68,QR,Debit,Business,Yes,Account Takeover,High,Malaysia
CBR407757,2023-09-26,2023-11-14,2023-10-25,HSBC,Apple Music,Subscription,956.13,JPY,R109 Fraudulent Activity,Pre-Arbitration,Manual Review Required,Shazlin Suhaime,Yes,49,20,In-House Review,87,POS,Debit,Premium,Yes,Phishing,High,Thailand
CBR555884,2023-07-25,2023-10-16,2023-08-16,HSBC,Secret Recipe,Food & Beverage,671.44,SGD,R111 Technical Error,First Chargeback,Timed Out,Akmal Danial,No,83,61,Merchant Coordination,30,Subscription,Prepaid,Business,No,-,Low,Singapore
CBR265840,2024-04-29,2024-05-16,2024-05-07,Bank Islam,Malaysia Airlines,Travel,1136.7,PHP,R102 Services Not Received,Pre-Arbitration,Withdrawn by Cardholder,Akmal Danial,Yes,17,9,Issuer Portal,51,QR,Debit,Business,No,-,Medium,Thailand
CBR575763,2024-03-31,2024-05-07,2024-04-15,Public Bank,Boost Juice,Food & Beverage,975.55,INR,R109 Fraudulent Activity,Pre-Arbitration,Won,Nadiah Saat,Yes,37,22,Manual Investigation,47,Subscription,Prepaid,Regular,Yes,Phishing,High,Indonesia
CBR103402,2023-10-28,2023-12-22,2023-11-17,RHB,McDonald,Food & Beverage,1320.44,USD,R103 Goods Not as Described,First Chargeback,Representment Received,Shazlin Suhaime,Yes,55,35,Automated Dispute System,77,QR,Prepaid,Regular,No,-,Medium,Malaysia
CBR857168,2023-09-27,2023-11-13,2023-10-24,Bank Islam,Booking.com,Travel,1931.08,NZD,R107 Late Settlement,Arbitration,Lost,Nadiah Saat,Yes,47,20,Merchant Coordination,67,QR,Prepaid,Premium,No,-,Medium,Thailand
CBR854639,2025-09-23,2025-10-18,2025-10-06,CIMB,Nike,Fashion,1161.14,BDT,R105 Cancelled Subscription,Arbitration,Arbitration Closed,Nadiah Saat,Yes,25,12,Merchant Coordination,30,QR,Prepaid,Regular,No,-,Medium,Singapore
CBR376183,2024-04-23,2024-06-16,2024-05-21,Public Bank,Watsons,Retail,1048.76,AUD,R108 Credit Not Processed,Pre-Arbitration,Lost,Nadiah Saat,Yes,54,26,Merchant Coordination,32,Online,Debit,Premium,No,-,Medium,Malaysia
CBR624902,2025-07-18,2025-10-03,2025-07-26,Maybank,Trip.com,Travel,615.11,USD,R102 Services Not Received,Pre-Arbitration,Won,Akmal Danial,No,77,69,Merchant Coordination,79,Wallet,Credit,Business,No,-,Medium,Singapore
CBR898975,2024-08-16,2024-09-25,2024-08-31,Public Bank,Traveloka,Travel,1991.85,SGD,R112 Billing Issue,First Chargeback,Won,Akmal Danial,Yes,40,25,Merchant Coordination,70,POS,Credit,Business,No,-,Medium,Thailand
CBR287330,2023-02-24,2023-04-15,2023-03-06,OCBC,Secret Recipe,Food & Beverage,1840.79,ZAR,R115 Payment Method Error,Arbitration,Arbitration Closed,Nadiah Saat,Yes,50,40,In-House Review,38,POS,Prepaid,Premium,No,-,Medium,Thailand
CBR632342,2025-12-14,2026-02-06,2025-12-23,OCBC,Mydin,Grocery,1135.5,AUD,R105 Cancelled Subscription,Arbitration,Won,Nadiah Saat,Yes,54,45,In-House Review,74,Wallet,Debit,Premium,No,-,Medium,Malaysia
CBR211579,2025-06-21,2025-09-13,2025-07-09,AmBank,Lazada,E-commerce,711.62,CAD,R112 Billing Issue,Pre-Arbitration,Won,Shazlin Suhaime,No,84,66,Automated Dispute System,69,Online,Debit,Regular,No,-,Medium,Hong Kong
